"","CRN","Time","Days","Course Location","SEC","Seats","Title","Old GE"," New GE","Instructor","Units"
"4705","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4706","@","1:40 - 3:00 PM","MW","ENL 100PAREMOTE TBA","001","1","Creat Writ: Adv PoetryNo GE Credit",NA,"                              No GE Credit","Wenderoth, J","4.0"
"4707","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4708","62392","1:10 - 2:00 PM","MWF","ENL 106REMOTE TBA","A01","0","English Grammar","AH","AH","Christiansen, B","4.0"
"4709","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4710","62392","12:10 - 1:00 PM","W","ENL 106REMOTE TBA","A01","0","English Grammar","AH","AH","Christiansen, B","4.0"
"4711","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4712","62393","1:10 - 2:00 PM","MWF","ENL 106REMOTE TBA","A02","19","English Grammar","AH","AH","Christiansen, B","4.0"
"4713","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4714","62393","5:10 - 6:00 PM","R","ENL 106REMOTE TBA","A02","19","English Grammar","AH","AH","Christiansen, B","4.0"
"4715","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4716","42088","12:10 - 1:30 PM","TR","ENL 110BREMOTE TBA","A01","1","Intr Modern Lit & Theory","AH W","AH WE","Frederickson, K","4.0"
"4717","42088","6:10 - 7:00 PM","R","ENL 110BREMOTE TBA","A01","1","Intr Modern Lit & Theory","AH W","AH WE","Frederickson, K","4.0"
"4718","42089","12:10 - 1:30 PM","TR","ENL 110BREMOTE TBA","A02","6","Intr Modern Lit & Theory","AH W","AH WE","Frederickson, K","4.0"
"4719","42089","7:10 - 8:00 PM","R","ENL 110BREMOTE TBA","A02","6","Intr Modern Lit & Theory","AH W","AH WE","Frederickson, K","4.0"
"4720","42090","10:30 - 11:50 AM","TR","ENL 111REMOTE TBA","A01","0","Topics in Medieval Lit","AH W","AH WC WE","Vernon, M","4.0"
"4721","42090","6:10 - 7:00 PM","R","ENL 111REMOTE TBA","A01","0","Topics in Medieval Lit","AH W","AH WC WE","Vernon, M","4.0"
"4722","42091","10:30 - 11:50 AM","TR","ENL 111REMOTE TBA","A02","0","Topics in Medieval Lit","AH W","AH WC WE","Vernon, M","4.0"
"4723","42091","7:10 - 8:00 PM","R","ENL 111REMOTE TBA","A02","0","Topics in Medieval Lit","AH W","AH WC WE","Vernon, M","4.0"
"4724","42092","8:00 - 8:50 AM","T","ENL 111REMOTE TBA","A03","0","Topics in Medieval Lit","AH W","AH WC WE","Vernon, M","4.0"
"4725","42092","10:30 - 11:50 AM","TR","ENL 111REMOTE TBA","A03","0","Topics in Medieval Lit","AH W","AH WC WE","Vernon, M","4.0"
"4726","42093","9:00 - 9:50 AM","T","ENL 111REMOTE TBA","A04","0","Topics in Medieval Lit","AH W","AH WC WE","Vernon, M","4.0"
"4727","42093","10:30 - 11:50 AM","TR","ENL 111REMOTE TBA","A04","0","Topics in Medieval Lit","AH W","AH WC WE","Vernon, M","4.0"
"4728","62131","3:10 - 4:30 PM","TR","ENL 122REMOTE TBA","A01","0","Milton","AH W","AH WE","Werth, T","4.0"
"4729","62131","9:00 - 9:50 AM","F","ENL 122REMOTE TBA","A01","0","Milton","AH W","AH WE","Werth, T","4.0"
"4730","62132","3:10 - 4:30 PM","TR","ENL 122REMOTE TBA","A02","2","Milton","AH W","AH WE","Werth, T","4.0"
"4731","62132","12:10 - 1:00 PM","F","ENL 122REMOTE TBA","A02","2","Milton","AH W","AH WE","Werth, T","4.0"
"4732","62133","3:10 - 4:30 PM","TR","ENL 122REMOTE TBA","A03","5","Milton","AH W","AH WE","Werth, T","4.0"
"4733","62133","8:00 - 8:50 AM","T","ENL 122REMOTE TBA","A03","5","Milton","AH W","AH WE","Werth, T","4.0"
"4734","62134","3:10 - 4:30 PM","TR","ENL 122REMOTE TBA","A04","6","Milton","AH W","AH WE","Werth, T","4.0"
"4735","62134","9:00 - 9:50 AM","T","ENL 122REMOTE TBA","A04","6","Milton","AH W","AH WE","Werth, T","4.0"
"4736","62135","10:00 - 10:50 AM","F","ENL 123TBA","A01","0","18th Cen Brit Lit","AH W","AH WC WE","Hulbert, A","4.0"
"4737","62135","9:00 - 9:50 AM","MWF","ENL 123REMOTE TBA","A01","0","18th Cen Brit Lit","AH W","AH WC WE","Hulbert, A","4.0"
"4738","62136","10:00 - 10:50 AM","F","ENL 123TBA","A02","0","18th Cen Brit Lit","AH W","AH WC WE","Hulbert, A","4.0"
"4739","62136","9:00 - 9:50 AM","MWF","ENL 123REMOTE TBA","A02","0","18th Cen Brit Lit","AH W","AH WC WE","Hulbert, A","4.0"
"4740","62137","12:10 - 1:00 PM","F","ENL 123REMOTE TBA","A03","0","18th Cen Brit Lit","AH W","AH WC WE","Hulbert, A","4.0"
"4741","62137","9:00 - 9:50 AM","MWF","ENL 123REMOTE TBA","A03","0","18th Cen Brit Lit","AH W","AH WC WE","Hulbert, A","4.0"
"4742","62138","2:10 - 3:00 PM","F","ENL 123REMOTE TBA","A04","0","18th Cen Brit Lit","AH W","AH WC WE","Hulbert, A","4.0"
"4743","62138","9:00 - 9:50 AM","MWF","ENL 123REMOTE TBA","A04","0","18th Cen Brit Lit","AH W","AH WC WE","Hulbert, A","4.0"
"4744","42102","12:10 - 1:30 PM","TR","ENL 149REMOTE TBA","001","8","Topics in Literature","AH W","AH WE","Werth, T","4.0"
"4745","** TOPIC: ANOTHER WORLD AND YET THE SAME:TRANSFORMATIVE MOTIFS FROM HOMER'S ODYSSEY TON. K. JEMISIN'S THE BROKEN EARTH **",NA,NA,"** TOPIC: ANOTHER WORLD AND YET THE SAME:TRANSFORMATIVE MOTIFS FROM HOMER'S ODYSSEY TON. K. JEMISIN'S THE BROKEN EARTH **","**","TOPIC:","** TOPIC: ANOTHER WORLD AND YET THE SAME:TRANSFORMATIVE MOTIFS FROM HOMER'S ODYSSEY TON. K. JEMISIN'S THE BROKEN EARTH **",NA,NA,"** TOPIC: ANOTHER WORLD AND YET THE SAME:TRANSFORMATIVE MOTIFS FROM HOMER'S ODYSSEY TON. K. JEMISIN'S THE BROKEN EARTH **",NA
"4746","42103","1:40 - 3:00 PM","TR","ENL 149REMOTE TBA","002","0","Topics in Literature","AH W","AH WE","Shershow, S","4.0"
"4747","** TOPIC: NIETZCHE IN LITERATURE & POP CULTURE **",NA,NA,"** TOPIC: NIETZCHE IN LITERATURE & POP CULTURE **","**","TOPIC:","** TOPIC: NIETZCHE IN LITERATURE & POP CULTURE **",NA,NA,"** TOPIC: NIETZCHE IN LITERATURE & POP CULTURE **",NA
"4748","42104","2:10 - 3:30 PM","MW","ENL 149REMOTE TBA","003","0","Topics in Literature","AH W","AH WE","Martin, D","4.0"
"4749","** TOPIC: CAREER DECISION-MAKING AND ENGLISH: DESIGNING YOURLIFE **",NA,NA,"** TOPIC: CAREER DECISION-MAKING AND ENGLISH: DESIGNING YOURLIFE **","**","TOPIC:","** TOPIC: CAREER DECISION-MAKING AND ENGLISH: DESIGNING YOURLIFE **",NA,NA,"** TOPIC: CAREER DECISION-MAKING AND ENGLISH: DESIGNING YOURLIFE **",NA
"4750","62140","3:10 - 4:00 PM","MWF","ENL 158BREMOTE TBA","001","0","American Novel 1900-Pres","AH W","AH DD WE","Barr, C","4.0"
"4751","62816","6:10 - 7:30 PM","TR","ENL 167REMOTE TBA","001","17","20th Cent Afr-Am Poetry","AH D W","AH ACGH WE","Gray, E","4.0"
"4752","42111","1:10 - 2:00 PM","MWF","ENL 173REMOTE TBA","001","1","Science Fiction","AH W","AH WE","Milburn, C","4.0"
"4753","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4754","62141","1:40 - 3:00 PM","TR","ENL 177REMOTE TBA","001","0","Study Indiv Author","AH W","AH WE","Roy, P","4.0"
"4755","** TOPIC: JANE AUSTEN **",NA,NA,"** TOPIC: JANE AUSTEN **","**","TOPIC:","** TOPIC: JANE AUSTEN **",NA,NA,"** TOPIC: JANE AUSTEN **",NA
"4756","62142","9:00 - 10:20 AM","TR","ENL 177REMOTE TBA","002","3","Study Indiv Author","AH W","AH WE","Hsu, H","4.0"
"4757","** TOPIC: OCTAVIA BUTLER'S WRITINGS **",NA,NA,"** TOPIC: OCTAVIA BUTLER'S WRITINGS **","**","TOPIC:","** TOPIC: OCTAVIA BUTLER'S WRITINGS **",NA,NA,"** TOPIC: OCTAVIA BUTLER'S WRITINGS **",NA
"4758","62143","12:10 - 1:30 PM","TR","ENL 184REMOTE TBA","001","2","Lit & the Environment","AH W","AH WE","Hsu, H","4.0"
"4759","42114","4:40 - 6:00 PM","TR","ENL 185BREMOTE TBA","001","1","Women's Writing II","AH D W","AH WE","Roy, P","4.0"
"4760","42114","TBA",NA,"ENL 185BTBA","001","1","Women's Writing II","AH D W","AH WE","Roy, P","4.0"
"4761","42119","3:10 - 4:30 PM","TR","ENL 189REMOTE TBA","001","5","Seminar Literary Studies","AH W","AH WE","Miller, E","4.0"
"4762","** TOPIC: FICTION AND CLIMATE FUTURES **",NA,NA,"** TOPIC: FICTION AND CLIMATE FUTURES **","**","TOPIC:","** TOPIC: FICTION AND CLIMATE FUTURES **",NA,NA,"** TOPIC: FICTION AND CLIMATE FUTURES **",NA
"4763","42120","10:00 - 12:50 PM","F","ENL 189VRHIES 126","002","1","Seminar Literary Studies","AH W","AH WE","Bloom, G","4.0"
"4764","** TOPIC: SHAKESPEARE IN OUR SCHOOLS: TEACHING THE TRAGEDIESTHROUGH DIGITAL GAMING AND THEATRICAL PERFORMANCE **",NA,NA,"** TOPIC: SHAKESPEARE IN OUR SCHOOLS: TEACHING THE TRAGEDIESTHROUGH DIGITAL GAMING AND THEATRICAL PERFORMANCE **","**","TOPIC:","** TOPIC: SHAKESPEARE IN OUR SCHOOLS: TEACHING THE TRAGEDIESTHROUGH DIGITAL GAMING AND THEATRICAL PERFORMANCE **",NA,NA,"** TOPIC: SHAKESPEARE IN OUR SCHOOLS: TEACHING THE TRAGEDIESTHROUGH DIGITAL GAMING AND THEATRICAL PERFORMANCE **",NA
"4765","42120","TBA",NA,"ENL 189REMOTE TBA","002","1","Seminar Literary Studies","AH W","AH WE","Bloom, G","4.0"
"4766","** TOPIC: SHAKESPEARE IN OUR SCHOOLS: TEACHING THE TRAGEDIESTHROUGH DIGITAL GAMING AND THEATRICAL PERFORMANCE **",NA,NA,"** TOPIC: SHAKESPEARE IN OUR SCHOOLS: TEACHING THE TRAGEDIESTHROUGH DIGITAL GAMING AND THEATRICAL PERFORMANCE **","**","TOPIC:","** TOPIC: SHAKESPEARE IN OUR SCHOOLS: TEACHING THE TRAGEDIESTHROUGH DIGITAL GAMING AND THEATRICAL PERFORMANCE **",NA,NA,"** TOPIC: SHAKESPEARE IN OUR SCHOOLS: TEACHING THE TRAGEDIESTHROUGH DIGITAL GAMING AND THEATRICAL PERFORMANCE **",NA
"4767","62144","10:00 - 11:20 AM","MW","ENL 189REMOTE TBA","003","0","Seminar Literary Studies","AH W","AH WE","Chaganti, S","4.0"
"4768","** TOPIC: OLD ENGLISH: LANGUAGE AND POLITICS **",NA,NA,"** TOPIC: OLD ENGLISH: LANGUAGE AND POLITICS **","**","TOPIC:","** TOPIC: OLD ENGLISH: LANGUAGE AND POLITICS **",NA,NA,"** TOPIC: OLD ENGLISH: LANGUAGE AND POLITICS **",NA
"4769","62145","4:40 - 6:00 PM","TR","ENL 189REMOTE TBA","004","11","Seminar Literary Studies","AH W","AH WE","Vernon, M","4.0"
"4770","** TOPIC: WANDERING KNIGHTS, ERRANT DETECTIVES **",NA,NA,"** TOPIC: WANDERING KNIGHTS, ERRANT DETECTIVES **","**","TOPIC:","** TOPIC: WANDERING KNIGHTS, ERRANT DETECTIVES **",NA,NA,"** TOPIC: WANDERING KNIGHTS, ERRANT DETECTIVES **",NA
"4771","@","TBA",NA,"ENL 192TBA","-","0","Engl InternshipNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4772","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4773","@","TBA",NA,"ENL 195HTBA","-","0","Honors Thesis","AH","AH WE","The Staff
                       ","4.0"
"4774","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4775","@","TBA",NA,"ENL 197TTBA","-","0","Tutoring In EnglishNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4776","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4777","@","TBA",NA,"ENL 197TCTBA","-","0","Com TutoringNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4778","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4779","@","TBA",NA,"ENL 198TBA","-","0","Directed Gp StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4780","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4781","@","TBA",NA,"ENL 199TBA","-","0","Special StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4782","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4783","62147","3:10 - 6:00 PM","M","ENL 238REMOTE TBA","001","0","Topics In Lit TheoryNo GE Credit",NA,"                              No GE Credit","Milburn, C","4.0"
"4784","42275","TBA",NA,"ENL 240TBA","001","3","Medieval LiteratureNo GE Credit",NA,"                              No GE Credit","Chaganti, S","4.0"
"4785","42275","12:10 - 3:00 PM","M","ENL 240REMOTE TBA","001","3","Medieval LiteratureNo GE Credit",NA,"                              No GE Credit","Chaganti, S","4.0"
"4786","@","TBA",NA,"ENL 290TBA","001","0","CW: Special TopicNo GE Credit",NA,"                              No GE Credit","Corin, L","4.0"
"4787","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4788","@","12:10 - 3:00 PM","T","ENL 290REMOTE TBA","001","0","CW: Special TopicNo GE Credit",NA,"                              No GE Credit","Corin, L","4.0"
"4789","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4790","@","12:10 - 3:00 PM","W","ENL 290NFREMOTE TBA","001","0","CW: Non-FictionNo GE Credit",NA,"                              No GE Credit","Houston, P","4.0"
"4791","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4792","@","TBA",NA,"ENL 290NFTBA","001","0","CW: Non-FictionNo GE Credit",NA,"                              No GE Credit","Houston, P","4.0"
"4793","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4794","@","TBA",NA,"ENL 298TBA","-","0","Directed Gp StudyNo GE Credit",NA,"                              No GE Credit","Min, S","
						
                        V"
"4795","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4796","@","TBA",NA,"ENL 299TBA","-","0","Individual StudyNo GE Credit",NA,"                              No GE Credit","V",NA
"4797","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4798","@","TBA",NA,"ENL 299DTBA","-","0","Special StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4799","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4800","42421","6:10 - 8:00 PM","W","ENL 391REMOTE TBA","001","3","Teach Creative WritingNo GE Credit",NA,"                              No GE Credit","Peterson, K","2.0"
"4801","42422","12:10 - 2:00 PM","F","ENL 393REMOTE TBA","001","1","Teaching Lit and CompNo GE Credit",NA,"                              No GE Credit","Stratton, M","2.0"
"4802","@","TBA",NA,"ENL 396TBA","-","0","Teaching Asst Train PracNo GE Credit",NA,"                              No GE Credit","V",NA
"4803","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4804","@","TBA",NA,"ENM 192TBA","-","0","Intern EndoNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4805","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4806","@","TBA",NA,"ENM 299TBA","-","0","ResearchNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4807","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4808","@","TBA",NA,"ENM 460TBA","-","0","Endo Clin ClkshpNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4809","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4810","@","TBA",NA,"ENM 465TBA","-","0","Clinical NutritionNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4811","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4812","@","TBA",NA,"ENM 480TBA","-","0","Endocrino InsightsNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4813","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4814","@","TBA",NA,"ENM 499TBA","-","0","ResearchNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4815","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4816","42502","9:00 - 11:50 AM","T","ENT 001REMOTE TBA","A01","1","Art,Sci,World of Insects","AH SE SS","AH OL SE SS VL WE","Ullman, D","3.0"
"4817","42502","11:00 - 11:50 AM","MW","ENT 001REMOTE TBA","A01","1","Art,Sci,World of Insects","AH SE SS","AH OL SE SS VL WE","Ullman, D","3.0"
"4818","42503","9:00 - 11:50 AM","R","ENT 001REMOTE TBA","A02","1","Art,Sci,World of Insects","AH SE SS","AH OL SE SS VL WE","Ullman, D","3.0"
"4819","42503","11:00 - 11:50 AM","MW","ENT 001REMOTE TBA","A02","1","Art,Sci,World of Insects","AH SE SS","AH OL SE SS VL WE","Ullman, D","3.0"
"4820","42504","11:00 - 11:50 AM","MW","ENT 001REMOTE TBA","A03","0","Art,Sci,World of Insects","AH SE SS","AH OL SE SS VL WE","Ullman, D","3.0"
"4821","42504","2:10 - 5:00 PM","R","ENT 001REMOTE TBA","A03","0","Art,Sci,World of Insects","AH SE SS","AH OL SE SS VL WE","Ullman, D","3.0"
"4822","@","TBA",NA,"ENT 092TBA","-","0","InternshipNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4823","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4824","@","TBA",NA,"ENT 099TBA","-","0","Spec Study For U GNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4825","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4826","42543","9:00 - 9:50 AM","MWF","ENT 100REMOTE TBA","001","0","Gen Entomology","SE W","WE","Kimsey, L","4.0"
"4827","42544","12:10 - 1:00 PM","MWF","ENT 104REMOTE TBA","001","84","Behav Ecol Insects","SE","                              No GE Credit","Johnson, B","3.0"
"4828","42546","10:00 - 10:50 AM","MW","ENT 116REMOTE TBA","001","2","Freshwater Invertebrates","SE","SE SL","Lawler, S","3.0"
"4829","42546","1:10 - 4:00 PM","W","ENT 116REMOTE TBA","001","2","Freshwater Invertebrates","SE","SE SL","Lawler, S","3.0"
"4830","42548","3:10 - 4:00 PM","MWF","ENT 119REMOTE TBA","001","9","Apiculture","SE W","OL SE VL WE","Nino, E","3.0"
"4831","42549","11:00 - 11:50 AM","MWF","ENT 156REMOTE TBA","001","43","Bio Of Paras","SE","SE","Nadler, S","3.0"
"4832","42550","2:10 - 5:00 PM","F","ENT 156LREMOTE TBA","001","7","Bio Of Paras Lab","SE W","SE","Nadler, S","1.0"
"4833","42551","3:10 - 5:00 PM","TR","ENT 158REMOTE TBA","001","30","Forensic Ent","SE SS W","WE","Kimsey, R","3.0"
"4834","42551","11:00 - 11:50 AM","TR","ENT 158REMOTE TBA","001","30","Forensic Ent","SE SS W","WE","Kimsey, R","3.0"
"4835","@","TBA",NA,"ENT 192TBA","-","0","InternshipNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4836","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4837","@","TBA",NA,"ENT 197TTBA","-","0","Tutoring In EntomolNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4838","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4839","@","TBA",NA,"ENT 198TBA","-","0","Directed Gp StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4840","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4841","@","TBA",NA,"ENT 199TBA","-","0","Special StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4842","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4843","42653","TBA",NA,"ENT 225REMOTE TBA","001","4","Terr Field EcologyNo GE Credit",NA,"                              No GE Credit","Karban, R","4.0"
"4844","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4845","42653","TBA",NA,"ENT 225NOFAC TBA","001","4","Terr Field EcologyNo GE Credit",NA,"                              No GE Credit","Karban, R","4.0"
"4846","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"4847","@","TBA",NA,"ENT 290TBA","-","0","Exploratory EntomologyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","2.0"
"4848","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4849","42689","4:10 - 5:00 PM","W","ENT 297NREMOTE TBA","001","32","Seminar in EntomologyNo GE Credit",NA,"                              No GE Credit","Grettenberger, I","1.0"
"4850","@","TBA",NA,"ENT 298TBA","-","0","Group StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"4851","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"4852","@","TBA",NA,"ENT 299TBA","-","0","ResearchNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
